,Year,Braut,tegund_nams,kk,kv,samtals_utt
1278,2016,Tannlæknadeild,Doktorspróf,0,0,0
1279,2016,"Deild erlendra tungumála, bókmennta og málvísinda",,29,92,121
1280,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,22,60,82
1281,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,3,11,14
1282,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,4,20,24
1283,2016,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,1,1
1284,2016,Guðfræði- og trúarbragðafræðideild,,9,7,16
1285,2016,Guðfræði- og trúarbragðafræðideild,Grunnnám,5,4,9
1286,2016,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,2,2
1287,2016,Guðfræði- og trúarbragðafræðideild,Meistarapróf,3,0,3
1288,2016,Guðfræði- og trúarbragðafræðideild,Doktorspróf,1,1,2
1289,2016,Íslensku- og menningardeild,,47,131,178
1290,2016,Íslensku- og menningardeild,Grunnnám,22,80,102
1291,2016,Íslensku- og menningardeild,Viðbótarnám,0,2,2
1292,2016,Íslensku- og menningardeild,Meistarapróf,22,46,68
1293,2016,Íslensku- og menningardeild,Doktorspróf,3,3,6
1294,2016,Sagnfræði- og heimspekideild,,34,39,69
1295,2016,Sagnfræði- og heimspekideild,Grunnnám,20,19,35
1296,2016,Sagnfræði- og heimspekideild,Viðbótarnám,0,1,1
1297,2016,Sagnfræði- og heimspekideild,Meistarapróf,13,16,29
1298,2016,Sagnfræði- og heimspekideild,Doktorspróf,1,3,4
1299,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,28,98,126
1300,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,20,80,100
1301,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,4,4
1302,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,8,14,22
1303,2016,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1304,2016,Kennaradeild,,31,201,232
1305,2016,Kennaradeild,Grunnnám,18,92,110
1306,2016,Kennaradeild,Viðbótarnám,8,32,40
1307,2016,Kennaradeild,Meistarapróf,5,77,82
1308,2016,Kennaradeild,Doktorspróf,0,0,0
1309,2016,Uppeldis- og menntunarfræðideild,,10,125,135
1310,2016,Uppeldis- og menntunarfræðideild,Grunnnám,5,44,49
1311,2016,Uppeldis- og menntunarfræðideild,Viðbótarnám,2,38,40
1312,2016,Uppeldis- og menntunarfræðideild,Meistarapróf,3,39,42
1313,2016,Uppeldis- og menntunarfræðideild,Doktorspróf,0,4,4
1314,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,158,46,204
1315,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,140,40,180
1316,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1317,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,18,3,21
1318,2016,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,0,3,3
1319,2016,Jarðvísindadeild,,21,18,39
1320,2016,Jarðvísindadeild,Grunnnám,13,11,24
1321,2016,Jarðvísindadeild,Viðbótarnám,0,0,0
1322,2016,Jarðvísindadeild,Meistarapróf,5,5,10
1323,2016,Jarðvísindadeild,Doktorspróf,3,2,5
1324,2016,Líf- og umhverfisvísindadeild,,38,71,109
1325,2016,Líf- og umhverfisvísindadeild,Grunnnám,21,58,79
1326,2016,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1327,2016,Líf- og umhverfisvísindadeild,Meistarapróf,11,10,21
1328,2016,Líf- og umhverfisvísindadeild,Doktorspróf,6,3,9
1329,2016,Umhverfis- og auðlindafræði,,5,7,12
1330,2016,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1331,2016,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1332,2016,Umhverfis- og auðlindafræði,Meistarapróf,4,6,10
1333,2016,Umhverfis- og auðlindafræði,Doktorspróf,1,1,2
1334,2016,Rafmagns- og tölvuverkfræðideild,,27,2,29
1335,2016,Rafmagns- og tölvuverkfræðideild,Grunnnám,26,2,28
1336,2016,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1337,2016,Rafmagns- og tölvuverkfræðideild,Meistarapróf,0,0,0
1338,2016,Rafmagns- og tölvuverkfræðideild,Doktorspróf,1,0,1
1339,2016,Raunvísindadeild,,38,27,65
1340,2016,Raunvísindadeild,Grunnnám,32,23,55
1341,2016,Raunvísindadeild,Viðbótarnám,0,0,0
1342,2016,Raunvísindadeild,Meistarapróf,2,4,6
1343,2016,Raunvísindadeild,Doktorspróf,4,0,4
1344,2016,Umhverfis- og byggingaverkfræðideild,,22,18,40
1345,2016,Umhverfis- og byggingaverkfræðideild,Grunnnám,13,11,24
1346,2016,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1347,2016,Umhverfis- og byggingaverkfræðideild,Meistarapróf,9,5,14
1348,2016,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,2,2
1349,2017,Félags- og mannvísindadeild,,37,176,213
1350,2017,Félags- og mannvísindadeild,Grunnnám,23,75,98
1351,2017,Félags- og mannvísindadeild,Viðbótarnám,4,38,42
1352,2017,Félags- og mannvísindadeild,Meistarapróf,9,59,68
1353,2017,Félags- og mannvísindadeild,Doktorspróf,1,4,5
1354,2017,Félagsráðgjafardeild,,9,108,117
1355,2017,Félagsráðgjafardeild,Grunnnám,2,57,59
1356,2017,Félagsráðgjafardeild,Viðbótarnám,4,20,24
1357,2017,Félagsráðgjafardeild,Meistarapróf,3,31,34
1358,2017,Félagsráðgjafardeild,Doktorspróf,0,0,0
1359,2017,Hagfræðideild,,17,17,34
1360,2017,Hagfræðideild,Grunnnám,14,12,26
1361,2017,Hagfræðideild,Viðbótarnám,0,1,1
1362,2017,Hagfræðideild,Meistarapróf,3,3,6
1363,2017,Hagfræðideild,Doktorspróf,0,1,1
1364,2017,Lagadeild,,73,65,138
1365,2017,Lagadeild,Grunnnám,35,33,68
1366,2017,Lagadeild,Viðbótarnám,0,0,0
1367,2017,Lagadeild,Meistarapróf,37,32,69
1368,2017,Lagadeild,Doktorspróf,1,0,1
1369,2017,Stjórnmálafræðideild,,49,113,162
1370,2017,Stjórnmálafræðideild,Grunnnám,22,28,50
1371,2017,Stjórnmálafræðideild,Viðbótarnám,18,51,69
1372,2017,Stjórnmálafræðideild,Meistarapróf,9,33,42
1373,2017,Stjórnmálafræðideild,Doktorspróf,0,1,1
1374,2017,Viðskiptafræðideild,,125,186,311
1375,2017,Viðskiptafræðideild,Grunnnám,71,74,145
1376,2017,Viðskiptafræðideild,Viðbótarnám,0,0,0
1377,2017,Viðskiptafræðideild,Meistarapróf,54,112,166
1378,2017,Viðskiptafræðideild,Doktorspróf,0,0,0
1379,2017,Hjúkrunarfræðideild,,0,171,171
1380,2017,Hjúkrunarfræðideild,Grunnnám,0,78,78
1381,2017,Hjúkrunarfræðideild,Viðbótarnám,0,79,79
1382,2017,Hjúkrunarfræðideild,Meistarapróf,0,12,12
1383,2017,Hjúkrunarfræðideild,Doktorspróf,0,2,2
1384,2017,Lyfjafræðideild,,11,46,57
1385,2017,Lyfjafræðideild,Grunnnám,7,21,28
1386,2017,Lyfjafræðideild,Viðbótarnám,0,0,0
1387,2017,Lyfjafræðideild,Meistarapróf,3,22,25
1388,2017,Lyfjafræðideild,Doktorspróf,1,3,4
1389,2017,Læknadeild,,73,141,214
1390,2017,Læknadeild,Grunnnám,41,86,127
1391,2017,Læknadeild,Viðbótarnám,26,32,58
1392,2017,Læknadeild,Meistarapróf,6,13,19
1393,2017,Læknadeild,Doktorspróf,0,10,10
1394,2017,Lýðheilsuvísindi,,1,20,21
1395,2017,Lýðheilsuvísindi,Grunnnám,0,0,0
1396,2017,Lýðheilsuvísindi,Viðbótarnám,0,12,12
1397,2017,Lýðheilsuvísindi,Meistarapróf,1,6,7
1398,2017,Lýðheilsuvísindi,Doktorspróf,0,2,2
1399,2017,Matvæla- og næringarfræðideild,,4,12,16
1400,2017,Matvæla- og næringarfræðideild,Grunnnám,4,11,15
1401,2017,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1402,2017,Matvæla- og næringarfræðideild,Meistarapróf,0,0,0
1403,2017,Matvæla- og næringarfræðideild,Doktorspróf,0,1,1
1404,2017,Sálfræðideild,,20,96,116
1405,2017,Sálfræðideild,Grunnnám,16,77,93
1406,2017,Sálfræðideild,Viðbótarnám,0,0,0
1407,2017,Sálfræðideild,Meistarapróf,4,19,23
1408,2017,Sálfræðideild,Doktorspróf,0,0,0
1409,2017,Tannlæknadeild,,1,11,12
1410,2017,Tannlæknadeild,Grunnnám,1,10,11
1411,2017,Tannlæknadeild,Viðbótarnám,0,0,0
1412,2017,Tannlæknadeild,Meistarapróf,0,1,1
1413,2017,Tannlæknadeild,Doktorspróf,0,0,0
1414,2017,"Deild erlendra tungumála, bókmennta og málvísinda",,27,88,115
1415,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,24,75,99
1416,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
1417,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,3,13,16
1418,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,0,0
1419,2017,Guðfræði- og trúarbragðafræðideild,,9,19,28
1420,2017,Guðfræði- og trúarbragðafræðideild,Grunnnám,5,8,13
1421,2017,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,4,4
1422,2017,Guðfræði- og trúarbragðafræðideild,Meistarapróf,4,7,11
1423,2017,Guðfræði- og trúarbragðafræðideild,Doktorspróf,0,0,0
1424,2017,Íslensku- og menningardeild,,71,162,233
1425,2017,Íslensku- og menningardeild,Grunnnám,45,116,161
1426,2017,Íslensku- og menningardeild,Viðbótarnám,0,5,5
1427,2017,Íslensku- og menningardeild,Meistarapróf,24,39,63
1428,2017,Íslensku- og menningardeild,Doktorspróf,2,2,4
1429,2017,Sagnfræði- og heimspekideild,,48,49,80
1430,2017,Sagnfræði- og heimspekideild,Grunnnám,27,25,35
1431,2017,Sagnfræði- og heimspekideild,Viðbótarnám,3,12,15
1432,2017,Sagnfræði- og heimspekideild,Meistarapróf,18,11,29
1433,2017,Sagnfræði- og heimspekideild,Doktorspróf,0,1,1
1434,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,32,71,103
1435,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,27,59,86
1436,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,5,5
1437,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,5,7,12
1438,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1439,2017,Kennaradeild,,42,189,231
1440,2017,Kennaradeild,Grunnnám,14,68,82
1441,2017,Kennaradeild,Viðbótarnám,9,44,53
1442,2017,Kennaradeild,Meistarapróf,19,77,96
1443,2017,Kennaradeild,Doktorspróf,0,0,0
1444,2017,Uppeldis- og menntunarfræðideild,,7,100,107
1445,2017,Uppeldis- og menntunarfræðideild,Grunnnám,4,28,32
1446,2017,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,40,40
1447,2017,Uppeldis- og menntunarfræðideild,Meistarapróf,2,28,30
1448,2017,Uppeldis- og menntunarfræðideild,Doktorspróf,1,4,5
1449,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,131,65,196
1450,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,112,60,172
1451,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1452,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,18,5,23
1453,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,1,0,1
1454,2017,Jarðvísindadeild,,16,19,35
1455,2017,Jarðvísindadeild,Grunnnám,10,10,20
1456,2017,Jarðvísindadeild,Viðbótarnám,0,0,0
1457,2017,Jarðvísindadeild,Meistarapróf,4,4,8
1458,2017,Jarðvísindadeild,Doktorspróf,2,5,7
1459,2017,Líf- og umhverfisvísindadeild,,29,81,110
1460,2017,Líf- og umhverfisvísindadeild,Grunnnám,24,66,90
1461,2017,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1462,2017,Líf- og umhverfisvísindadeild,Meistarapróf,4,12,16
1463,2017,Líf- og umhverfisvísindadeild,Doktorspróf,1,3,4
1464,2017,Umhverfis- og auðlindafræði,,13,10,23
1465,2017,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1466,2017,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1467,2017,Umhverfis- og auðlindafræði,Meistarapróf,13,10,23
1468,2017,Umhverfis- og auðlindafræði,Doktorspróf,0,0,0
1469,2017,Rafmagns- og tölvuverkfræðideild,,20,5,25
1470,2017,Rafmagns- og tölvuverkfræðideild,Grunnnám,19,5,24
1471,2017,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1472,2017,Rafmagns- og tölvuverkfræðideild,Meistarapróf,0,0,0
1473,2017,Rafmagns- og tölvuverkfræðideild,Doktorspróf,1,0,1
1474,2017,Raunvísindadeild,,43,19,62
1475,2017,Raunvísindadeild,Grunnnám,33,17,50
1476,2017,Raunvísindadeild,Viðbótarnám,0,0,0
1477,2017,Raunvísindadeild,Meistarapróf,2,0,2
1478,2017,Raunvísindadeild,Doktorspróf,8,2,10
1479,2017,Umhverfis- og byggingaverkfræðideild,,13,13,26
1480,2017,Umhverfis- og byggingaverkfræðideild,Grunnnám,4,9,13
1481,2017,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1482,2017,Umhverfis- og byggingaverkfræðideild,Meistarapróf,9,3,12
1483,2017,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,1,1
1484,2018,Félags- og mannvísindadeild,,41,125,166
1485,2018,Félags- og mannvísindadeild,Grunnnám,21,51,72
1486,2018,Félags- og mannvísindadeild,Viðbótarnám,7,31,38
1487,2018,Félags- og mannvísindadeild,Meistarapróf,8,38,46
1488,2018,Félags- og mannvísindadeild,Doktorspróf,5,5,10
1489,2018,Félagsráðgjafardeild,,8,130,138
1490,2018,Félagsráðgjafardeild,Grunnnám,4,73,77
1491,2018,Félagsráðgjafardeild,Viðbótarnám,1,31,32
1492,2018,Félagsráðgjafardeild,Meistarapróf,3,26,29
1493,2018,Félagsráðgjafardeild,Doktorspróf,0,0,0
1494,2018,Hagfræðideild,,13,16,29
1495,2018,Hagfræðideild,Grunnnám,8,13,21
1496,2018,Hagfræðideild,Viðbótarnám,0,0,0
1497,2018,Hagfræðideild,Meistarapróf,4,3,7
1498,2018,Hagfræðideild,Doktorspróf,1,0,1
1499,2018,Lagadeild,,57,98,155
1500,2018,Lagadeild,Grunnnám,27,43,70
1501,2018,Lagadeild,Viðbótarnám,0,0,0
1502,2018,Lagadeild,Meistarapróf,30,54,84
1503,2018,Lagadeild,Doktorspróf,0,1,1
1504,2018,Stjórnmálafræðideild,,24,41,65
1505,2018,Stjórnmálafræðideild,Grunnnám,14,22,36
1506,2018,Stjórnmálafræðideild,Viðbótarnám,0,0,0
1507,2018,Stjórnmálafræðideild,Meistarapróf,10,19,29
1508,2018,Stjórnmálafræðideild,Doktorspróf,0,0,0
1509,2018,Viðskiptafræðideild,,116,177,293
1510,2018,Viðskiptafræðideild,Grunnnám,69,81,150
1511,2018,Viðskiptafræðideild,Viðbótarnám,0,0,0
1512,2018,Viðskiptafræðideild,Meistarapróf,47,95,142
1513,2018,Viðskiptafræðideild,Doktorspróf,0,1,1
1514,2018,Hjúkrunarfræðideild,,1,117,118
1515,2018,Hjúkrunarfræðideild,Grunnnám,0,66,66
1516,2018,Hjúkrunarfræðideild,Viðbótarnám,0,36,36
1517,2018,Hjúkrunarfræðideild,Meistarapróf,1,14,15
1518,2018,Hjúkrunarfræðideild,Doktorspróf,0,1,1
1519,2018,Lyfjafræðideild,,17,43,60
1520,2018,Lyfjafræðideild,Grunnnám,11,23,34
1521,2018,Lyfjafræðideild,Viðbótarnám,0,0,0
1522,2018,Lyfjafræðideild,Meistarapróf,6,17,23
1523,2018,Lyfjafræðideild,Doktorspróf,0,3,3
1524,2018,Læknadeild,,55,138,193
1525,2018,Læknadeild,Grunnnám,27,83,110
1526,2018,Læknadeild,Viðbótarnám,21,41,62
1527,2018,Læknadeild,Meistarapróf,4,13,17
1528,2018,Læknadeild,Doktorspróf,3,1,4
1529,2018,Lýðheilsuvísindi,,3,22,25
1530,2018,Lýðheilsuvísindi,Grunnnám,0,0,0
1531,2018,Lýðheilsuvísindi,Viðbótarnám,2,14,16
1532,2018,Lýðheilsuvísindi,Meistarapróf,1,8,9
1533,2018,Lýðheilsuvísindi,Doktorspróf,0,0,0
1534,2018,Matvæla- og næringarfræðideild,,5,28,33
1535,2018,Matvæla- og næringarfræðideild,Grunnnám,4,14,18
1536,2018,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1537,2018,Matvæla- og næringarfræðideild,Meistarapróf,1,10,11
1538,2018,Matvæla- og næringarfræðideild,Doktorspróf,0,4,4
1539,2018,Sálfræðideild,,22,78,100
1540,2018,Sálfræðideild,Grunnnám,17,55,72
1541,2018,Sálfræðideild,Viðbótarnám,0,0,0
1542,2018,Sálfræðideild,Meistarapróf,4,20,24
1543,2018,Sálfræðideild,Doktorspróf,1,3,4
1544,2018,Tannlæknadeild,,5,7,12
1545,2018,Tannlæknadeild,Grunnnám,4,7,11
1546,2018,Tannlæknadeild,Viðbótarnám,0,0,0
1547,2018,Tannlæknadeild,Meistarapróf,1,0,1
1548,2018,Tannlæknadeild,Doktorspróf,0,0,0
1549,2018,"Deild erlendra tungumála, bókmennta og málvísinda",,41,88,129
1550,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,31,63,94
1551,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,4,19,23
1552,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,6,6,12
1553,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,0,0
1554,2018,Guðfræði- og trúarbragðafræðideild,,6,3,9
1555,2018,Guðfræði- og trúarbragðafræðideild,Grunnnám,4,1,5
1556,2018,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,0,0
1557,2018,Guðfræði- og trúarbragðafræðideild,Meistarapróf,2,2,4
1558,2018,Guðfræði- og trúarbragðafræðideild,Doktorspróf,0,0,0
1559,2018,Íslensku- og menningardeild,,61,153,214
1560,2018,Íslensku- og menningardeild,Grunnnám,45,102,147
1561,2018,Íslensku- og menningardeild,Viðbótarnám,1,3,4
1562,2018,Íslensku- og menningardeild,Meistarapróf,15,47,62
1563,2018,Íslensku- og menningardeild,Doktorspróf,0,1,1
1564,2018,Sagnfræði- og heimspekideild,,52,44,82
1565,2018,Sagnfræði- og heimspekideild,Grunnnám,33,16,35
1566,2018,Sagnfræði- og heimspekideild,Viðbótarnám,4,5,9
1567,2018,Sagnfræði- og heimspekideild,Meistarapróf,12,21,33
1568,2018,Sagnfræði- og heimspekideild,Doktorspróf,3,2,5
1569,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,14,89,103
1570,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,12,78,90
1571,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,1,1
1572,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,2,10,12
1573,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1574,2018,Kennaradeild,,46,178,224
1575,2018,Kennaradeild,Grunnnám,17,78,95
1576,2018,Kennaradeild,Viðbótarnám,15,21,36
1577,2018,Kennaradeild,Meistarapróf,14,79,93
1578,2018,Kennaradeild,Doktorspróf,0,0,0
1579,2018,Uppeldis- og menntunarfræðideild,,5,135,140
1580,2018,Uppeldis- og menntunarfræðideild,Grunnnám,1,39,40
1581,2018,Uppeldis- og menntunarfræðideild,Viðbótarnám,2,45,47
1582,2018,Uppeldis- og menntunarfræðideild,Meistarapróf,1,48,49
1583,2018,Uppeldis- og menntunarfræðideild,Doktorspróf,1,3,4
1584,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,112,40,152
1585,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,99,31,130
1586,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1587,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,13,9,22
1588,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,0,0,0
1589,2018,Jarðvísindadeild,,17,26,43
1590,2018,Jarðvísindadeild,Grunnnám,6,13,19
1591,2018,Jarðvísindadeild,Viðbótarnám,0,0,0
1592,2018,Jarðvísindadeild,Meistarapróf,7,12,19
1593,2018,Jarðvísindadeild,Doktorspróf,4,1,5
1594,2018,Líf- og umhverfisvísindadeild,,20,44,64
1595,2018,Líf- og umhverfisvísindadeild,Grunnnám,16,42,58
1596,2018,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1597,2018,Líf- og umhverfisvísindadeild,Meistarapróf,1,0,1
1598,2018,Líf- og umhverfisvísindadeild,Doktorspróf,3,2,5
1599,2018,Umhverfis- og auðlindafræði,,13,17,30
1600,2018,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1601,2018,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1602,2018,Umhverfis- og auðlindafræði,Meistarapróf,13,17,30
1603,2018,Umhverfis- og auðlindafræði,Doktorspróf,0,0,0
1604,2018,Rafmagns- og tölvuverkfræðideild,,18,3,21
1605,2018,Rafmagns- og tölvuverkfræðideild,Grunnnám,17,3,20
1606,2018,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1607,2018,Rafmagns- og tölvuverkfræðideild,Meistarapróf,1,0,1
1608,2018,Rafmagns- og tölvuverkfræðideild,Doktorspróf,0,0,0
1609,2018,Raunvísindadeild,,49,28,77
1610,2018,Raunvísindadeild,Grunnnám,32,23,55
1611,2018,Raunvísindadeild,Viðbótarnám,0,0,0
1612,2018,Raunvísindadeild,Meistarapróf,13,4,17
1613,2018,Raunvísindadeild,Doktorspróf,4,1,5
1614,2018,Umhverfis- og byggingaverkfræðideild,,14,13,27
1615,2018,Umhverfis- og byggingaverkfræðideild,Grunnnám,11,8,19
1616,2018,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1617,2018,Umhverfis- og byggingaverkfræðideild,Meistarapróf,3,2,5
1618,2018,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,3,3
1619,2019,Félags- og mannvísindadeild,,18,147,165
1620,2019,Félags- og mannvísindadeild,Grunnnám,10,55,65
1621,2019,Félags- og mannvísindadeild,Viðbótarnám,4,40,44
1622,2019,Félags- og mannvísindadeild,Meistarapróf,4,44,48
1623,2019,Félags- og mannvísindadeild,Doktorspróf,0,8,8
1624,2019,Félagsráðgjafardeild,,4,81,85
1625,2019,Félagsráðgjafardeild,Grunnnám,3,34,37
1626,2019,Félagsráðgjafardeild,Viðbótarnám,0,13,13
1627,2019,Félagsráðgjafardeild,Meistarapróf,1,34,35
1628,2019,Félagsráðgjafardeild,Doktorspróf,0,0,0
1629,2019,Hagfræðideild,,20,11,31
1630,2019,Hagfræðideild,Grunnnám,16,6,22
1631,2019,Hagfræðideild,Viðbótarnám,1,0,1
1632,2019,Hagfræðideild,Meistarapróf,3,4,7
1633,2019,Hagfræðideild,Doktorspróf,0,1,1
1634,2019,Lagadeild,,67,117,184
1635,2019,Lagadeild,Grunnnám,18,29,47
1636,2019,Lagadeild,Viðbótarnám,24,51,75
1637,2019,Lagadeild,Meistarapróf,25,36,61
1638,2019,Lagadeild,Doktorspróf,0,1,1
1639,2019,Stjórnmálafræðideild,,61,106,167
1640,2019,Stjórnmálafræðideild,Grunnnám,26,22,48
1641,2019,Stjórnmálafræðideild,Viðbótarnám,24,51,75
1642,2019,Stjórnmálafræðideild,Meistarapróf,11,31,42
1643,2019,Stjórnmálafræðideild,Doktorspróf,0,2,2
1644,2019,Viðskiptafræðideild,,108,162,270
1645,2019,Viðskiptafræðideild,Grunnnám,47,61,108
1646,2019,Viðskiptafræðideild,Viðbótarnám,11,15,26
1647,2019,Viðskiptafræðideild,Meistarapróf,50,86,136
1648,2019,Viðskiptafræðideild,Doktorspróf,0,0,0
1649,2019,Hjúkrunarfræðideild,,5,128,133
1650,2019,Hjúkrunarfræðideild,Grunnnám,3,56,59
1651,2019,Hjúkrunarfræðideild,Viðbótarnám,2,64,66
1652,2019,Hjúkrunarfræðideild,Meistarapróf,0,7,7
1653,2019,Hjúkrunarfræðideild,Doktorspróf,0,1,1
1654,2019,Lyfjafræðideild,,36,75,111
1655,2019,Lyfjafræðideild,Grunnnám,3,16,19
1656,2019,Lyfjafræðideild,Viðbótarnám,21,39,60
1657,2019,Lyfjafræðideild,Meistarapróf,11,18,29
1658,2019,Lyfjafræðideild,Doktorspróf,1,2,3
1659,2019,Læknadeild,,75,147,222
1660,2019,Læknadeild,Grunnnám,29,64,93
1661,2019,Læknadeild,Viðbótarnám,21,39,60
1662,2019,Læknadeild,Meistarapróf,14,30,44
1663,2019,Læknadeild,Doktorspróf,11,14,25
1664,2019,Lýðheilsuvísindi,,1,22,23
1665,2019,Lýðheilsuvísindi,Grunnnám,0,0,0
1666,2019,Lýðheilsuvísindi,Viðbótarnám,0,12,12
1667,2019,Lýðheilsuvísindi,Meistarapróf,0,9,9
1668,2019,Lýðheilsuvísindi,Doktorspróf,1,1,2
1669,2019,Matvæla- og næringarfræðideild,,10,19,29
1670,2019,Matvæla- og næringarfræðideild,Grunnnám,5,4,9
1671,2019,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1672,2019,Matvæla- og næringarfræðideild,Meistarapróf,4,15,19
1673,2019,Matvæla- og næringarfræðideild,Doktorspróf,1,0,1
1674,2019,Sálfræðideild,,36,80,116
1675,2019,Sálfræðideild,Grunnnám,28,59,87
1676,2019,Sálfræðideild,Viðbótarnám,0,0,0
1677,2019,Sálfræðideild,Meistarapróf,6,20,26
1678,2019,Sálfræðideild,Doktorspróf,2,1,3
1679,2019,Tannlæknadeild,,1,10,11
1680,2019,Tannlæknadeild,Grunnnám,0,3,3
1681,2019,Tannlæknadeild,Viðbótarnám,1,6,7
1682,2019,Tannlæknadeild,Meistarapróf,0,1,1
1683,2019,Tannlæknadeild,Doktorspróf,0,0,0
1684,2019,"Deild erlendra tungumála, bókmennta og málvísinda",,31,82,113
1685,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,23,55,78
1686,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,7,16,23
1687,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,1,11,12
1688,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,0,0
1689,2019,Guðfræði- og trúarbragðafræðideild,,13,10,23
1690,2019,Guðfræði- og trúarbragðafræðideild,Grunnnám,4,1,5
