,Year,Braut,tegund_nams,kk,kv,samtals_utt
857,2013,Lýðheilsuvísindi,Meistarapróf,0,13,13
858,2013,Lýðheilsuvísindi,Doktorspróf,1,0,1
859,2013,Matvæla- og næringarfræðideild,,2,19,21
860,2013,Matvæla- og næringarfræðideild,Grunnnám,1,9,10
861,2013,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
862,2013,Matvæla- og næringarfræðideild,Meistarapróf,0,7,7
863,2013,Matvæla- og næringarfræðideild,Doktorspróf,1,3,4
864,2013,Sálfræðideild,,29,122,151
865,2013,Sálfræðideild,Grunnnám,23,96,119
866,2013,Sálfræðideild,Viðbótarnám,0,0,0
867,2013,Sálfræðideild,Meistarapróf,5,26,31
868,2013,Sálfræðideild,Doktorspróf,1,0,1
869,2013,Tannlæknadeild,,3,10,13
870,2013,Tannlæknadeild,Grunnnám,3,10,13
871,2013,Tannlæknadeild,Viðbótarnám,0,0,0
872,2013,Tannlæknadeild,Meistarapróf,0,0,0
873,2013,Tannlæknadeild,Doktorspróf,0,0,0
874,2013,"Deild erlendra tungumála, bókmennta og málvísinda",,24,62,86
875,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,23,53,76
876,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
877,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,1,8,9
878,2013,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,1,1
879,2013,Guðfræði- og trúarbragðafræðideild,,9,15,24
880,2013,Guðfræði- og trúarbragðafræðideild,Grunnnám,6,8,14
881,2013,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,2,2
882,2013,Guðfræði- og trúarbragðafræðideild,Meistarapróf,3,5,8
883,2013,Guðfræði- og trúarbragðafræðideild,Doktorspróf,0,0,0
884,2013,Íslensku- og menningardeild,,42,126,168
885,2013,Íslensku- og menningardeild,Grunnnám,31,93,124
886,2013,Íslensku- og menningardeild,Viðbótarnám,0,3,3
887,2013,Íslensku- og menningardeild,Meistarapróf,10,30,40
888,2013,Íslensku- og menningardeild,Doktorspróf,1,0,1
889,2013,Sagnfræði- og heimspekideild,,51,51,102
890,2013,Sagnfræði- og heimspekideild,Grunnnám,43,23,66
891,2013,Sagnfræði- og heimspekideild,Viðbótarnám,0,2,2
892,2013,Sagnfræði- og heimspekideild,Meistarapróf,6,25,31
893,2013,Sagnfræði- og heimspekideild,Doktorspróf,2,1,3
894,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,32,93,125
895,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,30,82,112
896,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,3,3
897,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,2,8,10
898,2013,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
899,2013,Kennaradeild,,51,200,251
900,2013,Kennaradeild,Grunnnám,36,130,166
901,2013,Kennaradeild,Viðbótarnám,12,38,50
902,2013,Kennaradeild,Meistarapróf,3,32,35
903,2013,Kennaradeild,Doktorspróf,0,0,0
904,2013,Uppeldis- og menntunarfræðideild,,12,78,90
905,2013,Uppeldis- og menntunarfræðideild,Grunnnám,4,26,30
906,2013,Uppeldis- og menntunarfræðideild,Viðbótarnám,1,13,14
907,2013,Uppeldis- og menntunarfræðideild,Meistarapróf,4,38,42
908,2013,Uppeldis- og menntunarfræðideild,Doktorspróf,3,1,4
909,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,116,48,164
910,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,95,39,134
911,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
912,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,20,9,29
913,2013,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,1,0,1
914,2013,Jarðvísindadeild,,20,17,37
915,2013,Jarðvísindadeild,Grunnnám,15,10,25
916,2013,Jarðvísindadeild,Viðbótarnám,0,0,0
917,2013,Jarðvísindadeild,Meistarapróf,3,5,8
918,2013,Jarðvísindadeild,Doktorspróf,2,2,4
919,2013,Líf- og umhverfisvísindadeild,,31,63,94
920,2013,Líf- og umhverfisvísindadeild,Grunnnám,26,51,77
921,2013,Líf- og umhverfisvísindadeild,Viðbótarnám,0,1,1
922,2013,Líf- og umhverfisvísindadeild,Meistarapróf,3,7,10
923,2013,Líf- og umhverfisvísindadeild,Doktorspróf,2,4,6
924,2013,Umhverfis- og auðlindafræði,,3,4,7
925,2013,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
926,2013,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
927,2013,Umhverfis- og auðlindafræði,Meistarapróf,3,3,6
928,2013,Umhverfis- og auðlindafræði,Doktorspróf,0,1,1
929,2013,Rafmagns- og tölvuverkfræðideild,,11,1,12
930,2013,Rafmagns- og tölvuverkfræðideild,Grunnnám,9,1,10
931,2013,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
932,2013,Rafmagns- og tölvuverkfræðideild,Meistarapróf,0,0,0
933,2013,Rafmagns- og tölvuverkfræðideild,Doktorspróf,2,0,2
934,2013,Raunvísindadeild,,31,24,55
935,2013,Raunvísindadeild,Grunnnám,22,21,43
936,2013,Raunvísindadeild,Viðbótarnám,0,0,0
937,2013,Raunvísindadeild,Meistarapróf,3,2,5
938,2013,Raunvísindadeild,Doktorspróf,6,1,7
939,2013,Umhverfis- og byggingaverkfræðideild,,18,15,33
940,2013,Umhverfis- og byggingaverkfræðideild,Grunnnám,14,13,27
941,2013,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
942,2013,Umhverfis- og byggingaverkfræðideild,Meistarapróf,4,2,6
943,2013,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,0,0
944,2014,Félags- og mannvísindadeild,,49,190,239
945,2014,Félags- og mannvísindadeild,Grunnnám,26,99,125
946,2014,Félags- og mannvísindadeild,Viðbótarnám,8,38,46
947,2014,Félags- og mannvísindadeild,Meistarapróf,13,51,64
948,2014,Félags- og mannvísindadeild,Doktorspróf,2,2,4
949,2014,Félagsráðgjafardeild,,5,147,152
950,2014,Félagsráðgjafardeild,Grunnnám,2,98,100
951,2014,Félagsráðgjafardeild,Viðbótarnám,0,3,3
952,2014,Félagsráðgjafardeild,Meistarapróf,3,44,47
953,2014,Félagsráðgjafardeild,Doktorspróf,0,2,2
954,2014,Hagfræðideild,,31,14,45
955,2014,Hagfræðideild,Grunnnám,17,8,25
956,2014,Hagfræðideild,Viðbótarnám,1,1,2
957,2014,Hagfræðideild,Meistarapróf,13,5,18
958,2014,Hagfræðideild,Doktorspróf,0,0,0
959,2014,Lagadeild,,76,81,157
960,2014,Lagadeild,Grunnnám,40,42,82
961,2014,Lagadeild,Viðbótarnám,36,39,75
962,2014,Lagadeild,Meistarapróf,0,0,0
963,2014,Lagadeild,Doktorspróf,0,0,0
964,2014,Stjórnmálafræðideild,,69,73,142
965,2014,Stjórnmálafræðideild,Grunnnám,23,17,40
966,2014,Stjórnmálafræðideild,Viðbótarnám,29,54,83
967,2014,Stjórnmálafræðideild,Meistarapróf,16,2,18
968,2014,Stjórnmálafræðideild,Doktorspróf,1,0,1
969,2014,Viðskiptafræðideild,,118,133,251
970,2014,Viðskiptafræðideild,Grunnnám,50,52,102
971,2014,Viðskiptafræðideild,Viðbótarnám,0,0,0
972,2014,Viðskiptafræðideild,Meistarapróf,67,81,148
973,2014,Viðskiptafræðideild,Doktorspróf,1,0,1
974,2014,Hjúkrunarfræðideild,,2,116,118
975,2014,Hjúkrunarfræðideild,Grunnnám,2,90,92
976,2014,Hjúkrunarfræðideild,Viðbótarnám,0,10,10
977,2014,Hjúkrunarfræðideild,Meistarapróf,0,13,13
978,2014,Hjúkrunarfræðideild,Doktorspróf,0,3,3
979,2014,Lyfjafræðideild,,9,32,41
980,2014,Lyfjafræðideild,Grunnnám,3,16,19
981,2014,Lyfjafræðideild,Viðbótarnám,4,13,17
982,2014,Lyfjafræðideild,Meistarapróf,0,0,0
983,2014,Lyfjafræðideild,Doktorspróf,2,3,5
984,2014,Læknadeild,,62,115,177
985,2014,Læknadeild,Grunnnám,32,56,88
986,2014,Læknadeild,Viðbótarnám,23,38,61
987,2014,Læknadeild,Meistarapróf,3,15,18
988,2014,Læknadeild,Doktorspróf,4,6,10
989,2014,Lýðheilsuvísindi,,0,0,0
990,2014,Lýðheilsuvísindi,Grunnnám,0,0,0
991,2014,Lýðheilsuvísindi,Viðbótarnám,0,0,0
992,2014,Lýðheilsuvísindi,Meistarapróf,0,0,0
993,2014,Lýðheilsuvísindi,Doktorspróf,0,0,0
994,2014,Matvæla- og næringarfræðideild,,2,26,28
995,2014,Matvæla- og næringarfræðideild,Grunnnám,2,11,13
996,2014,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
997,2014,Matvæla- og næringarfræðideild,Meistarapróf,0,11,11
998,2014,Matvæla- og næringarfræðideild,Doktorspróf,0,4,4
999,2014,Sálfræðideild,,49,116,165
1000,2014,Sálfræðideild,Grunnnám,44,87,131
1001,2014,Sálfræðideild,Viðbótarnám,0,0,0
1002,2014,Sálfræðideild,Meistarapróf,4,29,33
1003,2014,Sálfræðideild,Doktorspróf,1,0,1
1004,2014,Tannlæknadeild,,2,0,2
1005,2014,Tannlæknadeild,Grunnnám,0,0,0
1006,2014,Tannlæknadeild,Viðbótarnám,0,0,0
1007,2014,Tannlæknadeild,Meistarapróf,0,0,0
1008,2014,Tannlæknadeild,Doktorspróf,2,0,2
1009,2014,"Deild erlendra tungumála, bókmennta og málvísinda",,25,92,117
1010,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,22,72,94
1011,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
1012,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,3,19,22
1013,2014,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,1,1
1014,2014,Guðfræði- og trúarbragðafræðideild,,11,15,26
1015,2014,Guðfræði- og trúarbragðafræðideild,Grunnnám,5,9,14
1016,2014,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,1,1
1017,2014,Guðfræði- og trúarbragðafræðideild,Meistarapróf,5,4,9
1018,2014,Guðfræði- og trúarbragðafræðideild,Doktorspróf,1,1,2
1019,2014,Íslensku- og menningardeild,,55,151,206
1020,2014,Íslensku- og menningardeild,Grunnnám,31,85,116
1021,2014,Íslensku- og menningardeild,Viðbótarnám,1,3,4
1022,2014,Íslensku- og menningardeild,Meistarapróf,23,60,83
1023,2014,Íslensku- og menningardeild,Doktorspróf,0,3,3
1024,2014,Sagnfræði- og heimspekideild,,60,53,89
1025,2014,Sagnfræði- og heimspekideild,Grunnnám,39,20,35
1026,2014,Sagnfræði- og heimspekideild,Viðbótarnám,1,3,4
1027,2014,Sagnfræði- og heimspekideild,Meistarapróf,18,29,47
1028,2014,Sagnfræði- og heimspekideild,Doktorspróf,2,1,3
1029,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,25,85,110
1030,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,23,75,98
1031,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,8,8
1032,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,2,2,4
1033,2014,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1034,2014,Kennaradeild,,33,180,213
1035,2014,Kennaradeild,Grunnnám,24,101,125
1036,2014,Kennaradeild,Viðbótarnám,4,15,19
1037,2014,Kennaradeild,Meistarapróf,4,63,67
1038,2014,Kennaradeild,Doktorspróf,1,1,2
1039,2014,Uppeldis- og menntunarfræðideild,,11,97,108
1040,2014,Uppeldis- og menntunarfræðideild,Grunnnám,0,37,37
1041,2014,Uppeldis- og menntunarfræðideild,Viðbótarnám,3,20,23
1042,2014,Uppeldis- og menntunarfræðideild,Meistarapróf,6,35,41
1043,2014,Uppeldis- og menntunarfræðideild,Doktorspróf,2,5,7
1044,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,111,39,150
1045,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,93,33,126
1046,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1047,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,18,6,24
1048,2014,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,0,0,0
1049,2014,Jarðvísindadeild,,26,17,43
1050,2014,Jarðvísindadeild,Grunnnám,19,8,27
1051,2014,Jarðvísindadeild,Viðbótarnám,7,9,16
1052,2014,Jarðvísindadeild,Meistarapróf,0,0,0
1053,2014,Jarðvísindadeild,Doktorspróf,0,0,0
1054,2014,Líf- og umhverfisvísindadeild,,33,57,90
1055,2014,Líf- og umhverfisvísindadeild,Grunnnám,26,44,70
1056,2014,Líf- og umhverfisvísindadeild,Viðbótarnám,7,13,20
1057,2014,Líf- og umhverfisvísindadeild,Meistarapróf,0,0,0
1058,2014,Líf- og umhverfisvísindadeild,Doktorspróf,0,0,0
1059,2014,Umhverfis- og auðlindafræði,,20,76,96
1060,2014,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1061,2014,Umhverfis- og auðlindafræði,Viðbótarnám,4,24,28
1062,2014,Umhverfis- og auðlindafræði,Meistarapróf,15,50,65
1063,2014,Umhverfis- og auðlindafræði,Doktorspróf,1,2,3
1064,2014,Rafmagns- og tölvuverkfræðideild,,27,3,30
1065,2014,Rafmagns- og tölvuverkfræðideild,Grunnnám,27,3,30
1066,2014,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1067,2014,Rafmagns- og tölvuverkfræðideild,Meistarapróf,0,0,0
1068,2014,Rafmagns- og tölvuverkfræðideild,Doktorspróf,0,0,0
1069,2014,Raunvísindadeild,,37,28,65
1070,2014,Raunvísindadeild,Grunnnám,31,26,57
1071,2014,Raunvísindadeild,Viðbótarnám,0,0,0
1072,2014,Raunvísindadeild,Meistarapróf,6,2,8
1073,2014,Raunvísindadeild,Doktorspróf,0,0,0
1074,2014,Umhverfis- og byggingaverkfræðideild,,21,12,33
1075,2014,Umhverfis- og byggingaverkfræðideild,Grunnnám,15,5,20
1076,2014,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1077,2014,Umhverfis- og byggingaverkfræðideild,Meistarapróf,6,7,13
1078,2014,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,0,0
1079,2015,Félags- og mannvísindadeild,,35,187,222
1080,2015,Félags- og mannvísindadeild,Grunnnám,27,83,110
1081,2015,Félags- og mannvísindadeild,Viðbótarnám,5,46,51
1082,2015,Félags- og mannvísindadeild,Meistarapróf,3,57,60
1083,2015,Félags- og mannvísindadeild,Doktorspróf,0,1,1
1084,2015,Félagsráðgjafardeild,,12,97,109
1085,2015,Félagsráðgjafardeild,Grunnnám,7,61,68
1086,2015,Félagsráðgjafardeild,Viðbótarnám,0,0,0
1087,2015,Félagsráðgjafardeild,Meistarapróf,5,36,41
1088,2015,Félagsráðgjafardeild,Doktorspróf,0,0,0
1089,2015,Hagfræðideild,,27,15,42
1090,2015,Hagfræðideild,Grunnnám,20,13,33
1091,2015,Hagfræðideild,Viðbótarnám,0,0,0
1092,2015,Hagfræðideild,Meistarapróf,6,2,8
1093,2015,Hagfræðideild,Doktorspróf,1,0,1
1094,2015,Lagadeild,,73,112,185
1095,2015,Lagadeild,Grunnnám,39,54,93
1096,2015,Lagadeild,Viðbótarnám,0,0,0
1097,2015,Lagadeild,Meistarapróf,34,58,92
1098,2015,Lagadeild,Doktorspróf,0,0,0
1099,2015,Stjórnmálafræðideild,,56,112,168
1100,2015,Stjórnmálafræðideild,Grunnnám,23,15,38
1101,2015,Stjórnmálafræðideild,Viðbótarnám,21,69,90
1102,2015,Stjórnmálafræðideild,Meistarapróf,12,27,39
1103,2015,Stjórnmálafræðideild,Doktorspróf,0,1,1
1104,2015,Viðskiptafræðideild,,110,165,275
1105,2015,Viðskiptafræðideild,Grunnnám,53,58,111
1106,2015,Viðskiptafræðideild,Viðbótarnám,0,0,0
1107,2015,Viðskiptafræðideild,Meistarapróf,57,107,164
1108,2015,Viðskiptafræðideild,Doktorspróf,0,0,0
1109,2015,Hjúkrunarfræðideild,,2,126,128
1110,2015,Hjúkrunarfræðideild,Grunnnám,0,72,72
1111,2015,Hjúkrunarfræðideild,Viðbótarnám,2,43,45
1112,2015,Hjúkrunarfræðideild,Meistarapróf,0,10,10
1113,2015,Hjúkrunarfræðideild,Doktorspróf,0,1,1
1114,2015,Lyfjafræðideild,,6,36,42
1115,2015,Lyfjafræðideild,Grunnnám,6,23,29
1116,2015,Lyfjafræðideild,Viðbótarnám,0,0,0
1117,2015,Lyfjafræðideild,Meistarapróf,0,12,12
1118,2015,Lyfjafræðideild,Doktorspróf,0,1,1
1119,2015,Læknadeild,,54,117,171
1120,2015,Læknadeild,Grunnnám,28,55,83
1121,2015,Læknadeild,Viðbótarnám,18,37,55
1122,2015,Læknadeild,Meistarapróf,5,21,26
1123,2015,Læknadeild,Doktorspróf,3,4,7
1124,2015,Lýðheilsuvísindi,,2,35,37
1125,2015,Lýðheilsuvísindi,Grunnnám,0,0,0
1126,2015,Lýðheilsuvísindi,Viðbótarnám,1,22,23
1127,2015,Lýðheilsuvísindi,Meistarapróf,0,12,12
1128,2015,Lýðheilsuvísindi,Doktorspróf,1,1,2
1129,2015,Matvæla- og næringarfræðideild,,8,29,37
1130,2015,Matvæla- og næringarfræðideild,Grunnnám,6,16,22
1131,2015,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1132,2015,Matvæla- og næringarfræðideild,Meistarapróf,1,13,14
1133,2015,Matvæla- og næringarfræðideild,Doktorspróf,1,0,1
1134,2015,Sálfræðideild,,22,88,110
1135,2015,Sálfræðideild,Grunnnám,17,70,87
1136,2015,Sálfræðideild,Viðbótarnám,0,0,0
1137,2015,Sálfræðideild,Meistarapróf,5,18,23
1138,2015,Sálfræðideild,Doktorspróf,0,0,0
1139,2015,Tannlæknadeild,,2,10,12
1140,2015,Tannlæknadeild,Grunnnám,2,10,12
1141,2015,Tannlæknadeild,Viðbótarnám,0,0,0
1142,2015,Tannlæknadeild,Meistarapróf,0,0,0
1143,2015,Tannlæknadeild,Doktorspróf,0,0,0
1144,2015,"Deild erlendra tungumála, bókmennta og málvísinda",,38,93,131
1145,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,22,72,94
1146,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,5,5,10
1147,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,11,16,27
1148,2015,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,0,0,0
1149,2015,Guðfræði- og trúarbragðafræðideild,,5,23,28
1150,2015,Guðfræði- og trúarbragðafræðideild,Grunnnám,3,9,12
1151,2015,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,7,7
1152,2015,Guðfræði- og trúarbragðafræðideild,Meistarapróf,2,7,9
1153,2015,Guðfræði- og trúarbragðafræðideild,Doktorspróf,0,0,0
1154,2015,Íslensku- og menningardeild,,60,160,220
1155,2015,Íslensku- og menningardeild,Grunnnám,34,100,134
1156,2015,Íslensku- og menningardeild,Viðbótarnám,1,5,6
1157,2015,Íslensku- og menningardeild,Meistarapróf,23,51,74
1158,2015,Íslensku- og menningardeild,Doktorspróf,2,4,6
1159,2015,Sagnfræði- og heimspekideild,,47,47,89
1160,2015,Sagnfræði- og heimspekideild,Grunnnám,25,15,35
1161,2015,Sagnfræði- og heimspekideild,Viðbótarnám,1,2,3
1162,2015,Sagnfræði- og heimspekideild,Meistarapróf,17,29,46
1163,2015,Sagnfræði- og heimspekideild,Doktorspróf,4,1,5
1164,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,36,84,120
1165,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,30,69,99
1166,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,3,3
1167,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,6,12,18
1168,2015,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1169,2015,Kennaradeild,,47,215,262
1170,2015,Kennaradeild,Grunnnám,23,104,127
1171,2015,Kennaradeild,Viðbótarnám,12,30,42
1172,2015,Kennaradeild,Meistarapróf,12,81,93
1173,2015,Kennaradeild,Doktorspróf,0,0,0
1174,2015,Uppeldis- og menntunarfræðideild,,135,129,264
1175,2015,Uppeldis- og menntunarfræðideild,Grunnnám,128,45,173
1176,2015,Uppeldis- og menntunarfræðideild,Viðbótarnám,1,22,23
1177,2015,Uppeldis- og menntunarfræðideild,Meistarapróf,6,53,59
1178,2015,Uppeldis- og menntunarfræðideild,Doktorspróf,0,9,9
1179,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,147,51,198
1180,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,128,45,173
1181,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1182,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,18,5,23
1183,2015,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,1,1,2
1184,2015,Jarðvísindadeild,,22,20,42
1185,2015,Jarðvísindadeild,Grunnnám,13,13,26
1186,2015,Jarðvísindadeild,Viðbótarnám,6,7,13
1187,2015,Jarðvísindadeild,Meistarapróf,0,0,0
1188,2015,Jarðvísindadeild,Doktorspróf,3,0,3
1189,2015,Líf- og umhverfisvísindadeild,,42,72,114
1190,2015,Líf- og umhverfisvísindadeild,Grunnnám,33,60,93
1191,2015,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1192,2015,Líf- og umhverfisvísindadeild,Meistarapróf,4,7,11
1193,2015,Líf- og umhverfisvísindadeild,Doktorspróf,5,5,10
1194,2015,Umhverfis- og auðlindafræði,,4,11,15
1195,2015,Umhverfis- og auðlindafræði,Grunnnám,0,0,0
1196,2015,Umhverfis- og auðlindafræði,Viðbótarnám,0,0,0
1197,2015,Umhverfis- og auðlindafræði,Meistarapróf,3,10,13
1198,2015,Umhverfis- og auðlindafræði,Doktorspróf,1,1,2
1199,2015,Rafmagns- og tölvuverkfræðideild,,39,0,39
1200,2015,Rafmagns- og tölvuverkfræðideild,Grunnnám,35,0,35
1201,2015,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1202,2015,Rafmagns- og tölvuverkfræðideild,Meistarapróf,1,0,1
1203,2015,Rafmagns- og tölvuverkfræðideild,Doktorspróf,3,0,3
1204,2015,Raunvísindadeild,,45,27,72
1205,2015,Raunvísindadeild,Grunnnám,34,20,54
1206,2015,Raunvísindadeild,Viðbótarnám,0,0,0
1207,2015,Raunvísindadeild,Meistarapróf,5,3,8
1208,2015,Raunvísindadeild,Doktorspróf,6,4,10
1209,2015,Umhverfis- og byggingaverkfræðideild,,24,16,40
1210,2015,Umhverfis- og byggingaverkfræðideild,Grunnnám,11,11,22
1211,2015,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1212,2015,Umhverfis- og byggingaverkfræðideild,Meistarapróf,13,4,17
1213,2015,Umhverfis- og byggingaverkfræðideild,Doktorspróf,0,1,1
1214,2016,Félags- og mannvísindadeild,,101,199,300
1215,2016,Félags- og mannvísindadeild,Grunnnám,27,84,111
1216,2016,Félags- og mannvísindadeild,Viðbótarnám,3,39,42
1217,2016,Félags- og mannvísindadeild,Meistarapróf,71,76,147
1218,2016,Félags- og mannvísindadeild,Doktorspróf,0,0,0
1219,2016,Félagsráðgjafardeild,,4,115,119
1220,2016,Félagsráðgjafardeild,Grunnnám,4,54,58
1221,2016,Félagsráðgjafardeild,Viðbótarnám,0,17,17
1222,2016,Félagsráðgjafardeild,Meistarapróf,0,44,44
1223,2016,Félagsráðgjafardeild,Doktorspróf,0,0,0
1224,2016,Hagfræðideild,,27,19,46
1225,2016,Hagfræðideild,Grunnnám,11,11,22
1226,2016,Hagfræðideild,Viðbótarnám,2,3,5
1227,2016,Hagfræðideild,Meistarapróf,14,4,18
1228,2016,Hagfræðideild,Doktorspróf,0,1,1
1229,2016,Lagadeild,,71,94,165
1230,2016,Lagadeild,Grunnnám,35,51,86
1231,2016,Lagadeild,Viðbótarnám,0,0,0
1232,2016,Lagadeild,Meistarapróf,36,42,78
1233,2016,Lagadeild,Doktorspróf,0,1,1
1234,2016,Stjórnmálafræðideild,,52,110,162
1235,2016,Stjórnmálafræðideild,Grunnnám,21,13,34
1236,2016,Stjórnmálafræðideild,Viðbótarnám,19,74,93
1237,2016,Stjórnmálafræðideild,Meistarapróf,12,22,34
1238,2016,Stjórnmálafræðideild,Doktorspróf,0,1,1
1239,2016,Viðskiptafræðideild,,121,194,315
1240,2016,Viðskiptafræðideild,Grunnnám,77,74,151
1241,2016,Viðskiptafræðideild,Viðbótarnám,16,13,29
1242,2016,Viðskiptafræðideild,Meistarapróf,28,106,134
1243,2016,Viðskiptafræðideild,Doktorspróf,0,1,1
1244,2016,Hjúkrunarfræðideild,,7,95,102
1245,2016,Hjúkrunarfræðideild,Grunnnám,1,63,64
1246,2016,Hjúkrunarfræðideild,Viðbótarnám,4,14,18
1247,2016,Hjúkrunarfræðideild,Meistarapróf,2,14,16
1248,2016,Hjúkrunarfræðideild,Doktorspróf,0,4,4
1249,2016,Lyfjafræðideild,,16,36,52
1250,2016,Lyfjafræðideild,Grunnnám,10,16,26
1251,2016,Lyfjafræðideild,Viðbótarnám,6,18,24
1252,2016,Lyfjafræðideild,Meistarapróf,0,0,0
1253,2016,Lyfjafræðideild,Doktorspróf,0,2,2
1254,2016,Læknadeild,,64,114,178
1255,2016,Læknadeild,Grunnnám,29,60,89
1256,2016,Læknadeild,Viðbótarnám,23,33,56
1257,2016,Læknadeild,Meistarapróf,9,16,25
1258,2016,Læknadeild,Doktorspróf,3,5,8
1259,2016,Lýðheilsuvísindi,,3,19,22
1260,2016,Lýðheilsuvísindi,Grunnnám,0,0,0
1261,2016,Lýðheilsuvísindi,Viðbótarnám,2,9,11
1262,2016,Lýðheilsuvísindi,Meistarapróf,1,5,6
1263,2016,Lýðheilsuvísindi,Doktorspróf,0,5,5
1264,2016,Matvæla- og næringarfræðideild,,6,33,39
1265,2016,Matvæla- og næringarfræðideild,Grunnnám,3,19,22
1266,2016,Matvæla- og næringarfræðideild,Viðbótarnám,3,13,16
1267,2016,Matvæla- og næringarfræðideild,Meistarapróf,0,0,0
1268,2016,Matvæla- og næringarfræðideild,Doktorspróf,0,1,1
1269,2016,Sálfræðideild,,38,92,130
1270,2016,Sálfræðideild,Grunnnám,31,75,106
1271,2016,Sálfræðideild,Viðbótarnám,7,16,23
1272,2016,Sálfræðideild,Meistarapróf,0,0,0
1273,2016,Sálfræðideild,Doktorspróf,0,1,1
1274,2016,Tannlæknadeild,,6,7,13
1275,2016,Tannlæknadeild,Grunnnám,5,7,12
1276,2016,Tannlæknadeild,Viðbótarnám,0,0,0
1277,2016,Tannlæknadeild,Meistarapróf,1,0,1
