,Year,Braut,tegund_nams,kk,kv,samtals_inn
1271,2017,Stjórnmálafræðideild,Grunnnám,118,133,251
1272,2017,Stjórnmálafræðideild,Viðbótarnám,52,150,202
1273,2017,Stjórnmálafræðideild,Meistarapróf,59,163,222
1274,2017,Stjórnmálafræðideild,Doktorspróf,3,6,9
1275,2017,Viðskiptafræðideild,,570,781,1351
1276,2017,Viðskiptafræðideild,Grunnnám,383,428,811
1277,2017,Viðskiptafræðideild,Viðbótarnám,36,34,70
1278,2017,Viðskiptafræðideild,Meistarapróf,145,310,455
1279,2017,Viðskiptafræðideild,Doktorspróf,6,9,15
1280,2017,Hjúkrunarfræðideild,,18,529,547
1281,2017,Hjúkrunarfræðideild,Grunnnám,14,344,358
1282,2017,Hjúkrunarfræðideild,Viðbótarnám,2,104,106
1283,2017,Hjúkrunarfræðideild,Meistarapróf,2,70,72
1284,2017,Hjúkrunarfræðideild,Doktorspróf,0,11,11
1285,2017,Lyfjafræðideild,,59,177,236
1286,2017,Lyfjafræðideild,Grunnnám,39,107,146
1287,2017,Lyfjafræðideild,Viðbótarnám,0,0,0
1288,2017,Lyfjafræðideild,Meistarapróf,16,58,74
1289,2017,Lyfjafræðideild,Doktorspróf,4,12,16
1290,2017,Læknadeild,,276,566,842
1291,2017,Læknadeild,Grunnnám,136,323,459
1292,2017,Læknadeild,Viðbótarnám,66,97,163
1293,2017,Læknadeild,Meistarapróf,43,95,138
1294,2017,Læknadeild,Doktorspróf,31,51,82
1295,2017,Matvæla- og næringarfræðideild,,24,94,118
1296,2017,Matvæla- og næringarfræðideild,Grunnnám,16,45,61
1297,2017,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1298,2017,Matvæla- og næringarfræðideild,Meistarapróf,6,39,45
1299,2017,Matvæla- og næringarfræðideild,Doktorspróf,2,10,12
1300,2017,Sálfræðideild,,141,380,521
1301,2017,Sálfræðideild,Grunnnám,121,317,438
1302,2017,Sálfræðideild,Viðbótarnám,0,0,0
1303,2017,Sálfræðideild,Meistarapróf,16,54,70
1304,2017,Sálfræðideild,Doktorspróf,4,9,13
1305,2017,Tannlæknadeild,,41,103,144
1306,2017,Tannlæknadeild,Grunnnám,26,80,106
1307,2017,Tannlæknadeild,Viðbótarnám,7,11,18
1308,2017,Tannlæknadeild,Meistarapróf,7,11,18
1309,2017,Tannlæknadeild,Doktorspróf,1,1,2
1310,2017,"Deild erlendra tungumála, bókmennta og málvísinda",,210,510,720
1311,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,180,442,622
1312,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,1,1
1313,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,25,59,84
1314,2017,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,5,8,13
1315,2017,Guðfræði- og trúarbragðafræðideild,,50,49,99
1316,2017,Guðfræði- og trúarbragðafræðideild,Grunnnám,23,18,41
1317,2017,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,5,5
1318,2017,Guðfræði- og trúarbragðafræðideild,Meistarapróf,24,23,47
1319,2017,Guðfræði- og trúarbragðafræðideild,Doktorspróf,3,3,6
1320,2017,Íslensku- og menningardeild,,325,741,1066
1321,2017,Íslensku- og menningardeild,Grunnnám,217,488,705
1322,2017,Íslensku- og menningardeild,Viðbótarnám,1,7,8
1323,2017,Íslensku- og menningardeild,Meistarapróf,81,211,292
1324,2017,Íslensku- og menningardeild,Doktorspróf,26,35,61
1325,2017,Sagnfræði- og heimspekideild,,306,271,577
1326,2017,Sagnfræði- og heimspekideild,Grunnnám,201,141,342
1327,2017,Sagnfræði- og heimspekideild,Viðbótarnám,6,25,31
1328,2017,Sagnfræði- og heimspekideild,Meistarapróf,78,80,158
1329,2017,Sagnfræði- og heimspekideild,Doktorspróf,21,25,46
1330,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,131,341,472
1331,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,109,294,403
1332,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,5,5
1333,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,22,42,64
1334,2017,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1335,2017,Kennaradeild,,165,812,977
1336,2017,Kennaradeild,Grunnnám,79,342,421
1337,2017,Kennaradeild,Viðbótarnám,36,144,180
1338,2017,Kennaradeild,Meistarapróf,50,326,376
1339,2017,Kennaradeild,Doktorspróf,0,0,0
1340,2017,Uppeldis- og menntunarfræðideild,,76,510,586
1341,2017,Uppeldis- og menntunarfræðideild,Grunnnám,17,162,179
1342,2017,Uppeldis- og menntunarfræðideild,Viðbótarnám,2,55,57
1343,2017,Uppeldis- og menntunarfræðideild,Meistarapróf,40,259,299
1344,2017,Uppeldis- og menntunarfræðideild,Doktorspróf,17,34,51
1345,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,608,259,867
1346,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,527,228,755
1347,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1348,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,73,29,102
1349,2017,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,8,2,10
1350,2017,Jarðvísindadeild,,117,129,246
1351,2017,Jarðvísindadeild,Grunnnám,61,71,132
1352,2017,Jarðvísindadeild,Viðbótarnám,0,0,0
1353,2017,Jarðvísindadeild,Meistarapróf,42,40,82
1354,2017,Jarðvísindadeild,Doktorspróf,14,18,32
1355,2017,Líf- og umhverfisvísindadeild,,223,390,613
1356,2017,Líf- og umhverfisvísindadeild,Grunnnám,162,308,470
1357,2017,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1358,2017,Líf- og umhverfisvísindadeild,Meistarapróf,38,59,97
1359,2017,Líf- og umhverfisvísindadeild,Doktorspróf,23,23,46
1360,2017,Rafmagns- og tölvuverkfræðideild,,107,34,141
1361,2017,Rafmagns- og tölvuverkfræðideild,Grunnnám,97,33,130
1362,2017,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1363,2017,Rafmagns- og tölvuverkfræðideild,Meistarapróf,8,1,9
1364,2017,Rafmagns- og tölvuverkfræðideild,Doktorspróf,2,0,2
1365,2017,Raunvísindadeild,,249,148,397
1366,2017,Raunvísindadeild,Grunnnám,174,116,290
1367,2017,Raunvísindadeild,Viðbótarnám,0,0,0
1368,2017,Raunvísindadeild,Meistarapróf,46,19,65
1369,2017,Raunvísindadeild,Doktorspróf,29,13,42
1370,2017,Umhverfis- og byggingaverkfræðideild,,79,64,143
1371,2017,Umhverfis- og byggingaverkfræðideild,Grunnnám,51,42,93
1372,2017,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1373,2017,Umhverfis- og byggingaverkfræðideild,Meistarapróf,21,14,35
1374,2017,Umhverfis- og byggingaverkfræðideild,Doktorspróf,7,8,15
1375,2018,Félags- og mannvísindadeild,,170,653,823
1376,2018,Félags- og mannvísindadeild,Grunnnám,88,273,361
1377,2018,Félags- og mannvísindadeild,Viðbótarnám,17,98,115
1378,2018,Félags- og mannvísindadeild,Meistarapróf,55,238,293
1379,2018,Félags- og mannvísindadeild,Doktorspróf,10,44,54
1380,2018,Félagsráðgjafardeild,,33,319,352
1381,2018,Félagsráðgjafardeild,Grunnnám,25,215,240
1382,2018,Félagsráðgjafardeild,Viðbótarnám,0,16,16
1383,2018,Félagsráðgjafardeild,Meistarapróf,8,83,91
1384,2018,Félagsráðgjafardeild,Doktorspróf,0,5,5
1385,2018,Hagfræðideild,,122,84,206
1386,2018,Hagfræðideild,Grunnnám,98,59,157
1387,2018,Hagfræðideild,Viðbótarnám,7,12,19
1388,2018,Hagfræðideild,Meistarapróf,13,11,24
1389,2018,Hagfræðideild,Doktorspróf,4,2,6
1390,2018,Lagadeild,,189,264,453
1391,2018,Lagadeild,Grunnnám,92,123,215
1392,2018,Lagadeild,Viðbótarnám,0,0,0
1393,2018,Lagadeild,Meistarapróf,93,137,230
1394,2018,Lagadeild,Doktorspróf,4,4,8
1395,2018,Stjórnmálafræðideild,,232,467,699
1396,2018,Stjórnmálafræðideild,Grunnnám,100,115,215
1397,2018,Stjórnmálafræðideild,Viðbótarnám,62,186,248
1398,2018,Stjórnmálafræðideild,Meistarapróf,67,161,228
1399,2018,Stjórnmálafræðideild,Doktorspróf,3,5,8
1400,2018,Viðskiptafræðideild,,527,753,1300
1401,2018,Viðskiptafræðideild,Grunnnám,356,408,764
1402,2018,Viðskiptafræðideild,Meistarapróf,165,331,20
1403,2018,Viðskiptafræðideild,Doktorspróf,6,14,20
1404,2018,Hjúkrunarfræðideild,,17,543,560
1405,2018,Hjúkrunarfræðideild,Grunnnám,10,354,364
1406,2018,Hjúkrunarfræðideild,Viðbótarnám,5,106,111
1407,2018,Hjúkrunarfræðideild,Meistarapróf,2,71,73
1408,2018,Hjúkrunarfræðideild,Doktorspróf,0,12,12
1409,2018,Lyfjafræðideild,,54,139,193
1410,2018,Lyfjafræðideild,Grunnnám,28,75,103
1411,2018,Lyfjafræðideild,Viðbótarnám,0,0,0
1412,2018,Lyfjafræðideild,Meistarapróf,22,52,74
1413,2018,Lyfjafræðideild,Doktorspróf,4,12,16
1414,2018,Læknadeild,,280,583,863
1415,2018,Læknadeild,Grunnnám,126,305,431
1416,2018,Læknadeild,Viðbótarnám,60,112,172
1417,2018,Læknadeild,Meistarapróf,60,109,169
1418,2018,Læknadeild,Doktorspróf,34,57,91
1419,2018,Matvæla- og næringarfræðideild,,23,103,126
1420,2018,Matvæla- og næringarfræðideild,Grunnnám,11,46,57
1421,2018,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1422,2018,Matvæla- og næringarfræðideild,Meistarapróf,10,42,52
1423,2018,Matvæla- og næringarfræðideild,Doktorspróf,2,15,17
1424,2018,Sálfræðideild,,150,384,534
1425,2018,Sálfræðideild,Grunnnám,123,310,433
1426,2018,Sálfræðideild,Viðbótarnám,0,0,0
1427,2018,Sálfræðideild,Meistarapróf,20,62,82
1428,2018,Sálfræðideild,Doktorspróf,7,12,19
1429,2018,Tannlæknadeild,,32,110,142
1430,2018,Tannlæknadeild,Grunnnám,27,99,126
1431,2018,Tannlæknadeild,Viðbótarnám,0,0,0
1432,2018,Tannlæknadeild,Meistarapróf,4,10,14
1433,2018,Tannlæknadeild,Doktorspróf,1,1,2
1434,2018,"Deild erlendra tungumála, bókmennta og málvísinda",,209,518,727
1435,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,178,424,602
1436,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,5,21,26
1437,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,21,65,86
1438,2018,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,5,8,13
1439,2018,Guðfræði- og trúarbragðafræðideild,,45,36,81
1440,2018,Guðfræði- og trúarbragðafræðideild,Grunnnám,20,16,36
1441,2018,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,0,0
1442,2018,Guðfræði- og trúarbragðafræðideild,Meistarapróf,22,17,39
1443,2018,Guðfræði- og trúarbragðafræðideild,Doktorspróf,3,3,6
1444,2018,Íslensku- og menningardeild,,335,722,1057
1445,2018,Íslensku- og menningardeild,Grunnnám,212,462,674
1446,2018,Íslensku- og menningardeild,Viðbótarnám,1,4,5
1447,2018,Íslensku- og menningardeild,Meistarapróf,92,220,312
1448,2018,Íslensku- og menningardeild,Doktorspróf,30,36,66
1449,2018,Sagnfræði- og heimspekideild,,274,253,527
1450,2018,Sagnfræði- og heimspekideild,Grunnnám,170,103,273
1451,2018,Sagnfræði- og heimspekideild,Viðbótarnám,9,20,29
1452,2018,Sagnfræði- og heimspekideild,Meistarapróf,71,103,174
1453,2018,Sagnfræði- og heimspekideild,Doktorspróf,24,27,51
1454,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,151,342,493
1455,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,130,311,441
1456,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,3,3
1457,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,21,28,49
1458,2018,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1459,2018,Kennaradeild,,145,769,914
1460,2018,Kennaradeild,Grunnnám,88,382,470
1461,2018,Kennaradeild,Viðbótarnám,17,68,85
1462,2018,Kennaradeild,Meistarapróf,40,319,359
1463,2018,Kennaradeild,Doktorspróf,0,0,0
1464,2018,Uppeldis- og menntunarfræðideild,,78,538,616
1465,2018,Uppeldis- og menntunarfræðideild,Grunnnám,15,187,202
1466,2018,Uppeldis- og menntunarfræðideild,Viðbótarnám,4,69,73
1467,2018,Uppeldis- og menntunarfræðideild,Meistarapróf,42,248,290
1468,2018,Uppeldis- og menntunarfræðideild,Doktorspróf,17,34,51
1469,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,582,241,823
1470,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,484,206,690
1471,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1472,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,87,31,118
1473,2018,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,11,4,15
1474,2018,Jarðvísindadeild,,82,145,227
1475,2018,Jarðvísindadeild,Grunnnám,27,65,92
1476,2018,Jarðvísindadeild,Viðbótarnám,0,0,0
1477,2018,Jarðvísindadeild,Meistarapróf,42,57,99
1478,2018,Jarðvísindadeild,Doktorspróf,13,23,36
1479,2018,Líf- og umhverfisvísindadeild,,199,319,506
1480,2018,Líf- og umhverfisvísindadeild,Grunnnám,129,242,371
1481,2018,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1482,2018,Líf- og umhverfisvísindadeild,Meistarapróf,44,53,99
1483,2018,Líf- og umhverfisvísindadeild,Doktorspróf,26,24,36
1484,2018,Rafmagns- og tölvuverkfræðideild,,81,26,107
1485,2018,Rafmagns- og tölvuverkfræðideild,Grunnnám,81,26,107
1486,2018,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1487,2018,Rafmagns- og tölvuverkfræðideild,Meistarapróf,0,0,0
1488,2018,Rafmagns- og tölvuverkfræðideild,Doktorspróf,0,0,0
1489,2018,Raunvísindadeild,,256,154,410
1490,2018,Raunvísindadeild,Grunnnám,166,123,289
1491,2018,Raunvísindadeild,Viðbótarnám,0,0,0
1492,2018,Raunvísindadeild,Meistarapróf,55,18,73
1493,2018,Raunvísindadeild,Doktorspróf,35,13,48
1494,2018,Umhverfis- og byggingaverkfræðideild,,98,64,162
1495,2018,Umhverfis- og byggingaverkfræðideild,Grunnnám,55,42,97
1496,2018,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1497,2018,Umhverfis- og byggingaverkfræðideild,Meistarapróf,34,17,51
1498,2018,Umhverfis- og byggingaverkfræðideild,Doktorspróf,9,5,14
1499,2019,Félags- og mannvísindadeild,,164,650,814
1500,2019,Félags- og mannvísindadeild,Grunnnám,81,270,351
1501,2019,Félags- og mannvísindadeild,Viðbótarnám,18,102,120
1502,2019,Félags- og mannvísindadeild,Meistarapróf,54,235,289
1503,2019,Félags- og mannvísindadeild,Doktorspróf,11,43,54
1504,2019,Félagsráðgjafardeild,,26,314,340
1505,2019,Félagsráðgjafardeild,Grunnnám,23,204,227
1506,2019,Félagsráðgjafardeild,Viðbótarnám,1,22,23
1507,2019,Félagsráðgjafardeild,Meistarapróf,2,83,85
1508,2019,Félagsráðgjafardeild,Doktorspróf,0,5,5
1509,2019,Hagfræðideild,,166,87,253
1510,2019,Hagfræðideild,Grunnnám,128,54,182
1511,2019,Hagfræðideild,Viðbótarnám,18,14,32
1512,2019,Hagfræðideild,Meistarapróf,16,16,32
1513,2019,Hagfræðideild,Doktorspróf,4,3,7
1514,2019,Lagadeild,,176,222,398
1515,2019,Lagadeild,Grunnnám,90,110,200
1516,2019,Lagadeild,Viðbótarnám,0,0,0
1517,2019,Lagadeild,Meistarapróf,82,109,191
1518,2019,Lagadeild,Doktorspróf,4,3,7
1519,2019,Stjórnmálafræðideild,,216,424,640
1520,2019,Stjórnmálafræðideild,Grunnnám,82,95,177
1521,2019,Stjórnmálafræðideild,Viðbótarnám,76,196,272
1522,2019,Stjórnmálafræðideild,Meistarapróf,55,131,186
1523,2019,Stjórnmálafræðideild,Doktorspróf,3,2,5
1524,2019,Viðskiptafræðideild,,484,670,1154
1525,2019,Viðskiptafræðideild,Grunnnám,312,327,639
1526,2019,Viðskiptafræðideild,Viðbótarnám,0,0,0
1527,2019,Viðskiptafræðideild,Meistarapróf,165,325,490
1528,2019,Viðskiptafræðideild,Doktorspróf,7,18,25
1529,2019,Hjúkrunarfræðideild,,24,561,585
1530,2019,Hjúkrunarfræðideild,Grunnnám,17,361,378
1531,2019,Hjúkrunarfræðideild,Viðbótarnám,5,112,117
1532,2019,Hjúkrunarfræðideild,Meistarapróf,2,75,77
1533,2019,Hjúkrunarfræðideild,Doktorspróf,0,13,13
1534,2019,Lyfjafræðideild,,59,135,194
1535,2019,Lyfjafræðideild,Grunnnám,27,72,99
1536,2019,Lyfjafræðideild,Viðbótarnám,0,0,0
1537,2019,Lyfjafræðideild,Meistarapróf,27,55,82
1538,2019,Lyfjafræðideild,Doktorspróf,5,8,13
1539,2019,Læknadeild,,286,600,886
1540,2019,Læknadeild,Grunnnám,134,307,441
1541,2019,Læknadeild,Viðbótarnám,61,121,182
1542,2019,Læknadeild,Meistarapróf,58,118,176
1543,2019,Læknadeild,Doktorspróf,33,54,87
1544,2019,Matvæla- og næringarfræðideild,,37,106,143
1545,2019,Matvæla- og næringarfræðideild,Grunnnám,23,48,71
1546,2019,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1547,2019,Matvæla- og næringarfræðideild,Meistarapróf,12,43,55
1548,2019,Matvæla- og næringarfræðideild,Doktorspróf,2,15,17
1549,2019,Sálfræðideild,,162,427,589
1550,2019,Sálfræðideild,Grunnnám,141,353,494
1551,2019,Sálfræðideild,Viðbótarnám,0,0,0
1552,2019,Sálfræðideild,Meistarapróf,17,65,82
1553,2019,Sálfræðideild,Doktorspróf,4,9,13
1554,2019,Tannlæknadeild,,21,75,98
1555,2019,Tannlæknadeild,Grunnnám,15,65,80
1556,2019,Tannlæknadeild,Viðbótarnám,0,0,14
1557,2019,Tannlæknadeild,Meistarapróf,5,9,2
1558,2019,Tannlæknadeild,Doktorspróf,1,1,2
1559,2019,"Deild erlendra tungumála, bókmennta og málvísinda",,185,493,678
1560,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,152,396,548
1561,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,7,16,23
1562,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,19,71,90
1563,2019,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,7,10,17
1564,2019,Guðfræði- og trúarbragðafræðideild,,39,47,86
1565,2019,Guðfræði- og trúarbragðafræðideild,Grunnnám,16,19,35
1566,2019,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,6,6
1567,2019,Guðfræði- og trúarbragðafræðideild,Meistarapróf,21,20,41
1568,2019,Guðfræði- og trúarbragðafræðideild,Doktorspróf,2,2,4
1569,2019,Íslensku- og menningardeild,,355,760,1115
1570,2019,Íslensku- og menningardeild,Grunnnám,221,506,727
1571,2019,Íslensku- og menningardeild,Viðbótarnám,2,7,9
1572,2019,Íslensku- og menningardeild,Meistarapróf,104,208,312
1573,2019,Íslensku- og menningardeild,Doktorspróf,28,39,67
1574,2019,Sagnfræði- og heimspekideild,,276,231,507
1575,2019,Sagnfræði- og heimspekideild,Grunnnám,174,99,273
1576,2019,Sagnfræði- og heimspekideild,Viðbótarnám,9,20,29
1577,2019,Sagnfræði- og heimspekideild,Meistarapróf,68,87,155
1578,2019,Sagnfræði- og heimspekideild,Doktorspróf,25,25,50
1579,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,148,253,401
1580,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,127,180,307
1581,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,0,0,0
1582,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,2,41,43
1583,2019,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,19,32,51
1584,2019,Kennaradeild,,220,934,1154
1585,2019,Kennaradeild,Grunnnám,143,431,574
1586,2019,Kennaradeild,Viðbótarnám,16,106,122
1587,2019,Kennaradeild,Meistarapróf,61,397,458
1588,2019,Kennaradeild,Doktorspróf,0,0,0
1589,2019,Uppeldis- og menntunarfræðideild,,82,638,720
1590,2019,Uppeldis- og menntunarfræðideild,Grunnnám,36,326,362
1591,2019,Uppeldis- og menntunarfræðideild,Viðbótarnám,0,75,75
1592,2019,Uppeldis- og menntunarfræðideild,Meistarapróf,30,202,232
1593,2019,Uppeldis- og menntunarfræðideild,Doktorspróf,16,35,51
1594,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,601,262,863
1595,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,506,224,730
1596,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1597,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,82,32,114
1598,2019,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,13,6,19
1599,2019,Jarðvísindadeild,,75,106,181
1600,2019,Jarðvísindadeild,Grunnnám,27,38,65
1601,2019,Jarðvísindadeild,Viðbótarnám,0,0,0
1602,2019,Jarðvísindadeild,Meistarapróf,36,46,82
1603,2019,Jarðvísindadeild,Doktorspróf,12,22,34
1604,2019,Líf- og umhverfisvísindadeild,,176,275,451
1605,2019,Líf- og umhverfisvísindadeild,Grunnnám,119,200,319
1606,2019,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1607,2019,Líf- og umhverfisvísindadeild,Meistarapróf,36,51,87
1608,2019,Líf- og umhverfisvísindadeild,Doktorspróf,21,24,45
1609,2019,Rafmagns- og tölvuverkfræðideild,,103,29,132
1610,2019,Rafmagns- og tölvuverkfræðideild,Grunnnám,87,28,115
1611,2019,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1612,2019,Rafmagns- og tölvuverkfræðideild,Meistarapróf,13,1,14
1613,2019,Rafmagns- og tölvuverkfræðideild,Doktorspróf,3,0,3
1614,2019,Raunvísindadeild,,239,150,389
1615,2019,Raunvísindadeild,Grunnnám,152,122,274
1616,2019,Raunvísindadeild,Viðbótarnám,0,0,0
1617,2019,Raunvísindadeild,Meistarapróf,51,16,67
1618,2019,Raunvísindadeild,Doktorspróf,36,12,48
1619,2019,Umhverfis- og byggingaverkfræðideild,,90,65,155
1620,2019,Umhverfis- og byggingaverkfræðideild,Grunnnám,50,45,95
1621,2019,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1622,2019,Umhverfis- og byggingaverkfræðideild,Meistarapróf,30,17,47
1623,2019,Umhverfis- og byggingaverkfræðideild,Doktorspróf,10,3,13
1624,2020,Félags- og mannvísindadeild,,183,649,832
1625,2020,Félags- og mannvísindadeild,Grunnnám,85,245,330
1626,2020,Félags- og mannvísindadeild,Viðbótarnám,23,106,129
1627,2020,Félags- og mannvísindadeild,Meistarapróf,62,252,314
1628,2020,Félags- og mannvísindadeild,Doktorspróf,13,46,59
1629,2020,Félagsráðgjafardeild,,23,365,388
1630,2020,Félagsráðgjafardeild,Grunnnám,19,253,272
1631,2020,Félagsráðgjafardeild,Viðbótarnám,0,28,28
1632,2020,Félagsráðgjafardeild,Meistarapróf,4,80,84
1633,2020,Félagsráðgjafardeild,Doktorspróf,0,4,4
1634,2020,Hagfræðideild,,188,104,292
1635,2020,Hagfræðideild,Grunnnám,141,72,213
1636,2020,Hagfræðideild,Viðbótarnám,14,18,32
1637,2020,Hagfræðideild,Meistarapróf,28,12,40
1638,2020,Hagfræðideild,Doktorspróf,5,2,7
1639,2020,Lagadeild,,179,209,388
1640,2020,Lagadeild,Grunnnám,108,105,213
1641,2020,Lagadeild,Viðbótarnám,0,0,0
1642,2020,Lagadeild,Meistarapróf,68,102,170
1643,2020,Lagadeild,Doktorspróf,3,2,5
1644,2020,Stjórnmálafræðideild,,217,481,698
1645,2020,Stjórnmálafræðideild,Grunnnám,77,89,166
1646,2020,Stjórnmálafræðideild,Viðbótarnám,82,239,321
1647,2020,Stjórnmálafræðideild,Meistarapróf,54,149,203
1648,2020,Stjórnmálafræðideild,Doktorspróf,4,4,8
1649,2020,Viðskiptafræðideild,,475,753,1228
1650,2020,Viðskiptafræðideild,Grunnnám,308,335,643
1651,2020,Viðskiptafræðideild,Viðbótarnám,0,0,0
1652,2020,Viðskiptafræðideild,Meistarapróf,161,401,562
1653,2020,Viðskiptafræðideild,Doktorspróf,6,17,23
1654,2020,Hjúkrunarfræðideild,,36,742,778
1655,2020,Hjúkrunarfræðideild,Grunnnám,26,505,531
1656,2020,Hjúkrunarfræðideild,Viðbótarnám,7,120,127
1657,2020,Hjúkrunarfræðideild,Meistarapróf,3,99,102
1658,2020,Hjúkrunarfræðideild,Doktorspróf,0,18,18
1659,2020,Lyfjafræðideild,,58,132,190
1660,2020,Lyfjafræðideild,Grunnnám,32,71,103
1661,2020,Lyfjafræðideild,Viðbótarnám,0,0,0
1662,2020,Lyfjafræðideild,Meistarapróf,21,53,74
1663,2020,Lyfjafræðideild,Doktorspróf,5,8,13
1664,2020,Læknadeild,,275,758,1033
1665,2020,Læknadeild,Grunnnám,138,457,595
1666,2020,Læknadeild,Viðbótarnám,54,117,171
1667,2020,Læknadeild,Meistarapróf,54,129,183
1668,2020,Læknadeild,Doktorspróf,29,55,84
1669,2020,Matvæla- og næringarfræðideild,,40,125,165
1670,2020,Matvæla- og næringarfræðideild,Grunnnám,28,63,91
1671,2020,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1672,2020,Matvæla- og næringarfræðideild,Meistarapróf,9,44,53
1673,2020,Matvæla- og næringarfræðideild,Doktorspróf,3,18,21
1674,2020,Sálfræðideild,,186,498,684
1675,2020,Sálfræðideild,Grunnnám,163,416,579
1676,2020,Sálfræðideild,Viðbótarnám,0,0,0
1677,2020,Sálfræðideild,Meistarapróf,17,72,89
1678,2020,Sálfræðideild,Doktorspróf,6,10,16
1679,2020,Tannlæknadeild,,15,61,76
1680,2020,Tannlæknadeild,Grunnnám,10,55,65
1681,2020,Tannlæknadeild,Viðbótarnám,0,0,0
1682,2020,Tannlæknadeild,Meistarapróf,4,5,9
1683,2020,Tannlæknadeild,Doktorspróf,1,1,2
1684,2020,"Deild erlendra tungumála, bókmennta og málvísinda",,231,519,750
1685,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,193,426,619
1686,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,6,14,20
1687,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,25,68,93
